travel_id,cnic,passenger_name,address,city,province,date,passport_no,travel_type,destination_country,airline,ticket_cost_pkr,hotel_cost_pkr,total_travel_cost_pkr
TRV-2021-220461,54400-1001123-1,Hassan Khan,"House 553, Street 25, Satellite Town, Gujranwala",Gujranwala,Punjab,2021-02-06,XY3392325,International,Baku,Qatar Airways,122721,1310537,1433258
TRV-2017-674565,54400-1001123-1,H. Khan,"House 553, Street 25, Satellite Town, Gujranwala",Gujranwala,Punjab,2017-11-03,XY9698329,Tourism,Doha,Qatar Airways,546554,1265950,1812504
TRV-2024-845620,35202-1001678-6,Shazia Butt Sahib,"House 622, Street 32, University Road, Peshawar",Peshawar,KPK,2024-01-05,AB3708225,Umrah,Doha,Saudia,660640,1337972,1998612
TRV-2022-469459,33100-1000060-0,S. Ahmed,"House 208, Street 20, Saddar, Hyderabad",Hyderabad,Sindh,2022-12-30,AB7407395,Umrah,Jeddah,Turkish Airlines,896099,249829,1145928
TRV-2021-933242,54400-1001436-2,Muhammad Ahmed,"House 166, Street 31, Qasimabad, Hyderabad",Hyderabad,Sindh,2021-04-25,CD8150508,Umrah,London,Saudia,889519,747306,1636825
TRV-2019-446157,33100-1001602-4,A. Baig,"House 285, Street 3, Qasimabad, Hyderabad",Hyderabad,Sindh,2019-03-08,AB7510803,Umrah,Bangkok,Saudia,452312,1050204,1502516
TRV-2023-129073,33100-1001597-9,Chaudhry Muneeb Akhtar,"House 776, Street 31, Model Town, Gujranwala",Gujranwala,Punjab,2023-09-25,CD9689796,Tourism,London,Airblue,545537,745617,1291154
TRV-2026-377223,35202-1000803-1,Shazia Butt Sahib,"House 971, Street 35, E-11, Islamabad",Islamabad,Islamabad,2026-08-14,PK2572108,Umrah,Kuala Lumpur,Turkish Airlines,288086,528861,816947
TRV-2025-210578,61101-1001621-7,Saad Qureshi,"House 108, Street 9, Chaklala, Rawalpindi",Rawalpindi,Punjab,2025-08-16,CD9292369,Family Visit,London,Saudia,720623,261310,981933
TRV-2024-922380,54400-1001507-9,A. Raza,"House 135, Street 29, Bahadurabad, Karachi",Karachi,Sindh,2024-02-25,CD7177498,Tourism,Kuala Lumpur,Emirates,474151,920798,1394949
TRV-2018-838785,54400-1001507-9,Chaudhry Ali Raza,"House 135, Street 29, Bahadurabad, Karachi",Karachi,Sindh,2018-03-15,AB3584286,Umrah,Riyadh,Qatar Airways,882683,1017630,1900313
TRV-2021-313906,54400-1001507-9,Chaudhry Ali Raza,"House 135, Street 29, Bahadurabad, Karachi",Karachi,Sindh,2021-12-25,CD3010979,Family Visit,Jeddah,Qatar Airways,576976,943319,1520295
TRV-2020-175499,17301-1001369-3,B. Ahmed,"House 713, Street 4, Barrage Road, Sukkur",Sukkur,Sindh,2020-08-29,PK7924494,Family Visit,Abu Dhabi,PIA,733969,1450946,2184915
TRV-2020-690213,61101-1000715-5,Danish Butt,"House 354, Street 29, Bosan Road, Multan",Multan,Punjab,2020-10-25,AB3079400,Tourism,Istanbul,Emirates,225615,733924,959539
TRV-2024-127520,42101-1001163-1,F. Ali,"House 161, Street 26, Gulbahar, Peshawar",Peshawar,KPK,2024-09-25,CD2765130,Family Visit,Dubai,PIA,316665,1057953,1374618
TRV-2025-937036,42101-1001163-1,Fatima Ali,"House 161, Street 26, Gulbahar, Peshawar",Peshawar,KPK,2025-12-04,AB3604656,International,Kuala Lumpur,PIA,257121,1275108,1532229
TRV-2022-996820,42101-1001163-1,Fatima Ali,"House 161, Street 26, Gulbahar, Peshawar",Peshawar,KPK,2022-09-23,AB5818605,International,London,Emirates,700006,537430,1237436
TRV-2021-589311,42101-1001163-1,Fatima Ali Sahib,"House 161, Street 26, Gulbahar, Peshawar",Peshawar,KPK,2021-11-14,PK1978874,International,Kuala Lumpur,Emirates,712424,74258,786682
TRV-2020-878296,61101-1000083-1,H. Shah,"House 697, Street 10, Hayatabad, Peshawar",Peshawar,KPK,2020-10-25,PK2452308,Tourism,Bangkok,Saudia,122904,1171777,1294681
TRV-2017-553188,35202-1000284-8,Bilal Ahmed,"House 55, Street 15, PWD, Rawalpindi",Rawalpindi,Punjab,2017-05-04,AB8397347,Umrah,Bangkok,Emirates,868176,1265382,2133558
TRV-2016-293248,35202-1000284-8,Chaudhry Bilal Ahmed,"House 55, Street 15, PWD, Rawalpindi",Rawalpindi,Punjab,2016-09-18,XY5917993,Tourism,Riyadh,SereneAir,245253,1424546,1669799
TRV-2020-326441,35202-1000284-8,Bilal Ahmed Sahib,"House 55, Street 15, PWD, Rawalpindi",Rawalpindi,Punjab,2020-08-08,AB2079221,Business,Bangkok,SereneAir,471313,467794,939107
TRV-2023-227593,54400-1001525-5,Imran Siddiqui Sahib,"House 601, Street 32, Saddar, Peshawar",Peshawar,KPK,2023-04-06,AB8362075,Business,Abu Dhabi,Turkish Airlines,782813,1231084,2013897
TRV-2016-134202,54400-1001525-5,Imran Siddiqui,"House 601, Street 32, Saddar, Peshawar",Peshawar,KPK,2016-10-03,AB8805458,Tourism,Istanbul,Saudia,160636,55031,215667
TRV-2026-857976,35202-1001331-7,Muhammad Ahmed,"House 839, Street 27, Model Town, Gujranwala",Gujranwala,Punjab,2026-03-05,AB4353331,Business,Doha,SereneAir,738979,571309,1310288
TRV-2019-307971,54400-1000519-3,Chaudhry Nida Hussain,"House 336, Street 21, G-11, Islamabad",Islamabad,Islamabad,2019-05-10,CD6347551,Family Visit,Dubai,Airblue,837913,965169,1803082
TRV-2023-829178,54400-1000519-3,Nida Hussain,"House 336, Street 21, G-11, Islamabad",Islamabad,Islamabad,2023-10-25,XY7276256,International,Abu Dhabi,Emirates,486196,1432178,1918374
TRV-2018-684147,42101-1001788-6,Hassan Khan Sahib,"House 164, Street 26, D Ground, Faisalabad",Faisalabad,Punjab,2018-01-29,PK5923928,Tourism,Dubai,Saudia,81173,633473,714646
TRV-2023-843657,35202-1001946-2,Taha Hussain,"House 517, Street 34, Clifton, Karachi",Karachi,Sindh,2023-01-16,PK4646787,International,Doha,Saudia,519685,1219865,1739550
TRV-2018-400710,35202-1001946-2,Chaudhry Taha Hussain,"House 517, Street 34, Clifton, Karachi",Karachi,Sindh,2018-05-21,XY9611883,Family Visit,Abu Dhabi,PIA,493450,623759,1117209
TRV-2023-538518,61101-1001696-2,Fahad Mirza Sahib,"House 595, Street 26, DHA Multan, Multan",Multan,Punjab,2023-09-08,PK8598548,International,Baku,SereneAir,351147,1070858,1422005
TRV-2024-430864,42101-1001448-6,Hira Shah,"House 895, Street 30, G-11, Islamabad",Islamabad,Islamabad,2024-11-17,CD2532548,International,Doha,Saudia,449226,682352,1131578
TRV-2020-984829,42101-1001448-6,Hira Shah,"House 895, Street 30, G-11, Islamabad",Islamabad,Islamabad,2020-07-14,XY6433806,International,Baku,Qatar Airways,828194,705018,1533212
TRV-2017-203730,33100-1000904-8,Nida Hussain,"House 259, Street 11, Civil Lines, Gujranwala",Gujranwala,Punjab,2017-03-19,PK2556893,Business,Kuala Lumpur,Airblue,264053,1032008,1296061
TRV-2024-599448,61101-1000209-3,Amna Chaudhry,"House 829, Street 26, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2024-08-04,PK9385382,International,Doha,Saudia,605873,59916,665789
TRV-2020-624608,33100-1000723-1,Asad Iqbal,"House 865, Street 7, Johar Town, Lahore",Lahore,Punjab,2020-02-20,AB9521292,Tourism,Dubai,Qatar Airways,724444,858167,1582611
TRV-2022-944045,33100-1000723-1,A. Iqbal,"House 865, Street 7, Johar Town, Lahore",Lahore,Punjab,2022-07-06,XY4907293,Umrah,Bangkok,Emirates,862517,1226409,2088926
TRV-2021-370594,17301-1000461-7,Hamza Sheikh,"House 69, Street 17, DHA Phase 5, Lahore",Lahore,Punjab,2021-03-10,AB8577883,Umrah,London,Qatar Airways,789678,1320609,2110287
TRV-2020-460236,42101-1001559-3,Rabia Noor Sahib,"House 267, Street 26, Military Road, Sukkur",Sukkur,Sindh,2020-01-31,PK9558494,Tourism,Dubai,SereneAir,738342,415219,1153561
TRV-2024-163318,61101-1001834-8,N. Aslam,"House 718, Street 7, Jinnah Town, Quetta",Quetta,Balochistan,2024-08-28,AB8944823,Umrah,Riyadh,Emirates,639231,743177,1382408
TRV-2018-347748,33100-1000861-7,Taha Hussain,"House 433, Street 28, Gulgasht, Multan",Multan,Punjab,2018-11-17,PK4256402,Umrah,Baku,Qatar Airways,803738,314471,1118209
TRV-2021-646796,54400-1001408-6,F. Ali,"House 894, Street 20, DHA Phase 6, Karachi",Karachi,Sindh,2021-09-04,AB2980588,International,Doha,PIA,681236,1427065,2108301
TRV-2026-572407,54400-1001408-6,Fatima Ali,"House 894, Street 20, DHA Phase 6, Karachi",Karachi,Sindh,2026-09-13,CD3081835,Umrah,Abu Dhabi,Emirates,556497,1002809,1559306
TRV-2022-682484,54400-1001408-6,Chaudhry Fatima Ali,"House 894, Street 20, DHA Phase 6, Karachi",Karachi,Sindh,2022-12-17,XY9611005,Tourism,Jeddah,PIA,447573,238893,686466
TRV-2020-509498,45501-1000190-0,Danish Butt,"House 365, Street 24, Civil Lines, Gujranwala",Gujranwala,Punjab,2020-09-12,PK8562682,Umrah,Abu Dhabi,PIA,789273,695221,1484494
TRV-2023-468828,42101-1001537-9,K. Malik,"House 441, Street 32, Bahria Town, Lahore",Lahore,Punjab,2023-02-09,CD1486486,International,Abu Dhabi,PIA,811451,629098,1440549
TRV-2023-665385,42101-1000445-5,S. Ahmed,"House 536, Street 9, G-11, Islamabad",Islamabad,Islamabad,2023-02-11,CD5781824,Umrah,Dubai,PIA,785311,1120552,1905863
TRV-2024-626339,33100-1000433-1,Hira Shah,"House 964, Street 19, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2024-05-18,PK6500025,Family Visit,Bangkok,Airblue,588232,1074599,1662831
TRV-2021-802737,33100-1000472-4,M. Tariq,"House 790, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2021-06-13,XY8019288,Tourism,Jeddah,SereneAir,886757,760820,1647577
TRV-2017-135649,33100-1000472-4,M. Tariq,"House 790, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-03-16,PK3274460,Business,Jeddah,Qatar Airways,292398,1405481,1697879
TRV-2017-669327,33100-1000472-4,Maham Tariq Sahib,"House 790, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-04-11,PK2386382,Business,Baku,Saudia,475738,955310,1431048
TRV-2016-217701,33100-1000472-4,M. Tariq,"House 790, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2016-07-06,XY6916464,Tourism,Dubai,PIA,443039,1403223,1846262
TRV-2017-903952,61101-1000327-9,Umer Farooq,"House 114, Street 4, DHA Phase 2, Islamabad",Islamabad,Islamabad,2017-05-20,XY7208584,Umrah,Riyadh,Emirates,516058,753168,1269226
TRV-2026-383333,42101-1000027-9,A. Baig,"House 786, Street 34, Civil Lines, Gujranwala",Gujranwala,Punjab,2026-10-25,XY2166604,Umrah,Jeddah,Saudia,317356,1095287,1412643
TRV-2023-806319,33100-1001293-1,Chaudhry Shazia Butt,"House 751, Street 9, Gulberg, Faisalabad",Faisalabad,Punjab,2023-02-13,CD6019183,Umrah,Doha,Emirates,432981,1108893,1541874
TRV-2016-562757,17301-1000963-1,Chaudhry Kashif Javed,"House 18, Street 2, F-10, Islamabad",Islamabad,Islamabad,2016-08-28,CD3283724,Business,Baku,Qatar Airways,181443,330040,511483
TRV-2025-906755,45501-1000222-4,Umer Farooq,"House 243, Street 11, PWD, Rawalpindi",Rawalpindi,Punjab,2025-10-09,XY7916828,Tourism,Kuala Lumpur,Saudia,511141,994457,1505598
TRV-2017-719457,33100-1001748-6,Shazia Butt,"House 730, Street 5, Bosan Road, Multan",Multan,Punjab,2017-04-23,PK3047969,Business,Istanbul,Qatar Airways,178856,1493683,1672539
TRV-2016-586236,61101-1000671-7,H. Sheikh,"House 836, Street 7, People Colony, Faisalabad",Faisalabad,Punjab,2016-05-03,AB3249130,Umrah,London,Emirates,741160,1497558,2238718
TRV-2018-260988,54400-1001153-1,Shazia Butt,"House 160, Street 6, Clifton, Karachi",Karachi,Sindh,2018-01-14,XY5110517,International,Dubai,PIA,104203,1492840,1597043
TRV-2024-528487,33100-1001341-7,Chaudhry Saad Qureshi,"House 820, Street 17, Bahria Town, Lahore",Lahore,Punjab,2024-03-30,AB4383679,Tourism,Istanbul,PIA,831384,967078,1798462
TRV-2023-243518,33100-1001341-7,Saad Qureshi,"House 820, Street 17, Bahria Town, Lahore",Lahore,Punjab,2023-09-21,CD5989591,Business,Jeddah,PIA,453948,1247274,1701222
TRV-2026-272334,35202-1000418-6,Shazia Butt Sahib,"House 518, Street 3, Shah Rukn-e-Alam, Multan",Multan,Punjab,2026-06-01,PK8120654,International,Bangkok,SereneAir,627241,314606,941847
TRV-2017-342141,61101-1000362-4,Umer Farooq Sahib,"House 713, Street 25, Qasimabad, Hyderabad",Hyderabad,Sindh,2017-12-13,CD7208578,Tourism,Jeddah,Turkish Airlines,774623,1440959,2215582
TRV-2021-130604,33100-1000279-3,Amna Chaudhry,"House 155, Street 8, People Colony, Faisalabad",Faisalabad,Punjab,2021-06-05,CD5089028,International,Bangkok,Airblue,222527,265476,488003
TRV-2026-956189,35202-1001294-8,Chaudhry Amna Chaudhry,"House 316, Street 9, PWD, Rawalpindi",Rawalpindi,Punjab,2026-03-28,CD8775222,Umrah,Baku,PIA,831873,114553,946426
TRV-2024-525362,33100-1000102-4,Khalid Malik,"House 407, Street 23, Samungli Road, Quetta",Quetta,Balochistan,2024-11-14,CD9738175,Umrah,Kuala Lumpur,SereneAir,261578,1284540,1546118
TRV-2022-467875,35202-1000133-1,Chaudhry Kamran Qureshi,"House 711, Street 26, Peoples Colony, Gujranwala",Gujranwala,Punjab,2022-03-05,CD2571235,Family Visit,London,PIA,709786,1307252,2017038
TRV-2017-385660,35202-1000191-7,Fahad Mirza,"House 256, Street 12, E-11, Islamabad",Islamabad,Islamabad,2017-06-10,PK5447389,Tourism,Kuala Lumpur,SereneAir,156809,695760,852569
TRV-2019-332096,35202-1000191-7,Fahad Mirza,"House 256, Street 12, E-11, Islamabad",Islamabad,Islamabad,2019-07-11,CD1493984,Business,Kuala Lumpur,SereneAir,504774,281511,786285
TRV-2025-323811,35202-1000191-7,Fahad Mirza Sahib,"House 256, Street 12, E-11, Islamabad",Islamabad,Islamabad,2025-05-30,XY3937675,Business,Kuala Lumpur,Airblue,784979,1447172,2232151
TRV-2025-450475,42101-1001308-6,H. Shah,"House 910, Street 35, Saddar, Peshawar",Peshawar,KPK,2025-09-28,CD3974329,Family Visit,Kuala Lumpur,Qatar Airways,744633,1247916,1992549
TRV-2021-878640,33100-1000387-9,A. Raza,"House 481, Street 32, Warsak Road, Peshawar",Peshawar,KPK,2021-02-23,AB5232133,Family Visit,Riyadh,PIA,339784,308950,648734
TRV-2016-796878,45501-1001299-3,Chaudhry Bilal Ahmed,"House 860, Street 2, Shah Rukn-e-Alam, Multan",Multan,Punjab,2016-08-20,CD2872082,Umrah,London,Airblue,630508,357092,987600
TRV-2017-674789,45501-1001299-3,Chaudhry Bilal Ahmed,"House 860, Street 2, Shah Rukn-e-Alam, Multan",Multan,Punjab,2017-06-12,AB8305361,Tourism,Baku,Saudia,758477,1096440,1854917
TRV-2023-961388,61101-1000681-7,Chaudhry Fahad Mirza,"House 493, Street 23, Cantt, Multan",Multan,Punjab,2023-04-16,PK9573040,Family Visit,Bangkok,Turkish Airlines,107058,1043734,1150792
TRV-2022-819886,61101-1000681-7,Fahad Mirza,"House 493, Street 23, Cantt, Multan",Multan,Punjab,2022-07-04,AB3311734,International,Dubai,SereneAir,157644,1354033,1511677
TRV-2016-878573,54400-1000522-4,Khalid Malik,"House 721, Street 7, Nazimabad, Karachi",Karachi,Sindh,2016-02-21,AB8038209,Business,Kuala Lumpur,SereneAir,696559,582858,1279417
TRV-2022-501621,17301-1000458-6,Hassan Khan,"House 766, Street 14, D Ground, Faisalabad",Faisalabad,Punjab,2022-01-09,AB7328971,Family Visit,Jeddah,PIA,598606,1435525,2034131
TRV-2016-135337,54400-1001585-5,Z. Ahmed,"House 605, Street 2, Queens Road, Sukkur",Sukkur,Sindh,2016-11-25,AB2236856,Umrah,London,Turkish Airlines,861902,988244,1850146
TRV-2016-696312,54400-1001585-5,Zainab Ahmed,"House 605, Street 2, Queens Road, Sukkur",Sukkur,Sindh,2016-03-08,PK5197132,Tourism,Dubai,Saudia,585381,1386258,1971639
TRV-2023-990953,45501-1000526-2,Muhammad Ahmed,"House 955, Street 35, Samungli Road, Quetta",Quetta,Balochistan,2023-02-13,AB8227895,Umrah,London,Saudia,102580,1035329,1137909
TRV-2020-324796,33100-1001641-7,Naveed Raza,"House 221, Street 31, Bahria Town, Lahore",Lahore,Punjab,2020-07-12,XY6676246,Tourism,Baku,Airblue,552144,464382,1016526
TRV-2020-105059,33100-1001641-7,Naveed Raza Sahib,"House 221, Street 31, Bahria Town, Lahore",Lahore,Punjab,2020-05-04,AB7448105,International,London,Emirates,285962,867409,1153371
TRV-2021-638743,33100-1001641-7,N. Raza,"House 221, Street 31, Bahria Town, Lahore",Lahore,Punjab,2021-09-14,CD5808740,Family Visit,Kuala Lumpur,Turkish Airlines,827499,1178814,2006313
TRV-2020-735667,33100-1001641-7,Chaudhry Naveed Raza,"House 221, Street 31, Bahria Town, Lahore",Lahore,Punjab,2020-04-09,CD7530316,Umrah,Bangkok,SereneAir,435459,901078,1336537
TRV-2016-856199,61101-1001852-4,Khalid Malik,"House 872, Street 6, D Ground, Faisalabad",Faisalabad,Punjab,2016-05-15,PK9667393,Tourism,Abu Dhabi,Airblue,653169,1088109,1741278
TRV-2017-306116,33100-1000441-7,Taha Hussain,"House 764, Street 30, DHA Phase 6, Karachi",Karachi,Sindh,2017-07-07,CD6570859,Family Visit,Istanbul,Qatar Airways,428197,245823,674020
TRV-2020-571123,33100-1000441-7,Taha Hussain Sahib,"House 764, Street 30, DHA Phase 6, Karachi",Karachi,Sindh,2020-09-06,AB2683469,Umrah,Riyadh,Emirates,179008,153548,332556
TRV-2019-945300,54400-1001560-0,Imran Siddiqui,"House 541, Street 1, Samungli Road, Quetta",Quetta,Balochistan,2019-04-12,PK3424500,Umrah,London,Turkish Airlines,559363,862853,1422216
TRV-2019-198858,54400-1001560-0,Imran Siddiqui,"House 541, Street 1, Samungli Road, Quetta",Quetta,Balochistan,2019-08-10,CD2535310,Family Visit,Baku,SereneAir,445874,576109,1021983
TRV-2025-214904,45501-1000173-1,Chaudhry Shazia Butt,"House 252, Street 7, New Pind, Sukkur",Sukkur,Sindh,2025-08-23,XY1290804,Umrah,Doha,Emirates,147190,577774,724964
TRV-2019-368405,45501-1000173-1,Chaudhry Shazia Butt,"House 252, Street 7, New Pind, Sukkur",Sukkur,Sindh,2019-02-16,XY9561726,Tourism,Doha,Airblue,148802,148372,297174
TRV-2024-277355,45501-1000173-1,S. Butt,"House 252, Street 7, New Pind, Sukkur",Sukkur,Sindh,2024-11-23,CD3183190,Family Visit,Istanbul,Emirates,148601,369994,518595
TRV-2018-775236,54400-1001561-7,Taha Hussain,"House 554, Street 35, Gulgasht, Multan",Multan,Punjab,2018-01-10,AB6562580,Tourism,London,Emirates,516971,505559,1022530
TRV-2022-276138,42101-1001385-5,I. Siddiqui,"House 587, Street 34, Civil Lines, Gujranwala",Gujranwala,Punjab,2022-09-28,XY9173383,Umrah,Istanbul,PIA,731962,107161,839123
TRV-2016-697860,42101-1001385-5,Imran Siddiqui,"House 587, Street 34, Civil Lines, Gujranwala",Gujranwala,Punjab,2016-07-08,PK4965166,International,Bangkok,SereneAir,358859,547108,905967
TRV-2017-467949,42101-1001385-5,Imran Siddiqui,"House 587, Street 34, Civil Lines, Gujranwala",Gujranwala,Punjab,2017-04-14,XY6610695,International,Baku,Saudia,446447,301227,747674
TRV-2019-703046,54400-1000620-0,S. Ahmed,"House 874, Street 2, Gulbahar, Peshawar",Peshawar,KPK,2019-04-27,CD8947204,Tourism,Baku,Airblue,273409,393096,666505
TRV-2017-749714,54400-1000620-0,Chaudhry Sara Ahmed,"House 874, Street 2, Gulbahar, Peshawar",Peshawar,KPK,2017-10-23,CD2542663,International,Abu Dhabi,Turkish Airlines,213572,1101694,1315266
TRV-2024-772436,54400-1000620-0,Chaudhry Sara Ahmed,"House 874, Street 2, Gulbahar, Peshawar",Peshawar,KPK,2024-08-14,AB6840368,Umrah,Doha,Airblue,97203,1074796,1171999
TRV-2024-216685,33100-1001505-5,Waseem Akram,"House 699, Street 12, Gulgasht, Multan",Multan,Punjab,2024-05-18,XY6916606,Business,Baku,Saudia,139676,109791,249467
TRV-2018-469651,33100-1001505-5,Waseem Akram Sahib,"House 699, Street 12, Gulgasht, Multan",Multan,Punjab,2018-05-24,CD1268447,Family Visit,Istanbul,SereneAir,181335,645535,826870
TRV-2024-118623,17301-1000607-9,U. Farooq,"House 325, Street 8, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2024-01-09,CD5136495,Umrah,Dubai,Qatar Airways,195735,781292,977027
TRV-2017-477874,17301-1000607-9,U. Farooq,"House 325, Street 8, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2017-03-31,CD6804738,International,Doha,PIA,528526,494902,1023428
TRV-2023-938949,17301-1001427-9,Ahmed Baig,"House 987, Street 20, Canal Road, Faisalabad",Faisalabad,Punjab,2023-10-11,PK2650490,Family Visit,Riyadh,Saudia,306369,565908,872277
TRV-2024-186757,45501-1001661-7,Chaudhry Fahad Mirza,"House 889, Street 15, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2024-07-09,XY3667895,Family Visit,Doha,PIA,682379,824464,1506843
TRV-2020-577412,42101-1000290-0,Zainab Ahmed,"House 949, Street 28, F-10, Islamabad",Islamabad,Islamabad,2020-05-10,PK8532543,Umrah,Doha,SereneAir,308158,734628,1042786
TRV-2026-781949,33100-1001073-1,A. Iqbal,"House 864, Street 21, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2026-10-08,PK3944560,Umrah,Kuala Lumpur,Saudia,240734,249078,489812
TRV-2024-832228,33100-1001073-1,A. Iqbal,"House 864, Street 21, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2024-03-16,PK5911961,Tourism,Dubai,PIA,443384,1151636,1595020
TRV-2022-414687,35202-1001905-5,D. Butt,"House 549, Street 15, Saddar, Peshawar",Peshawar,KPK,2022-01-11,XY7110018,Business,Baku,Turkish Airlines,128638,859114,987752
TRV-2023-964454,45501-1001642-4,Khalid Malik,"House 355, Street 7, Bahria Town, Lahore",Lahore,Punjab,2023-02-10,XY9466503,Umrah,Doha,Qatar Airways,549678,890131,1439809
TRV-2026-340586,45501-1001702-4,M. Akhtar,"House 612, Street 25, Saddar, Hyderabad",Hyderabad,Sindh,2026-06-20,AB9034922,International,Istanbul,PIA,771998,202413,974411
TRV-2019-464204,61101-1000303-1,A. Iqbal,"House 895, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2019-07-17,PK4044442,Umrah,Bangkok,PIA,835231,1102237,1937468
TRV-2021-811201,61101-1000303-1,Asad Iqbal Sahib,"House 895, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2021-07-28,CD5471017,Business,Jeddah,Emirates,219042,886358,1105400
TRV-2022-601057,61101-1000303-1,Asad Iqbal,"House 895, Street 24, Shah Rukn-e-Alam, Multan",Multan,Punjab,2022-06-06,CD9459174,Family Visit,Doha,Turkish Airlines,332093,1399195,1731288
TRV-2021-681248,17301-1000883-1,Chaudhry Fatima Ali,"House 67, Street 33, D Ground, Faisalabad",Faisalabad,Punjab,2021-10-31,CD8252974,Business,Kuala Lumpur,Saudia,748645,509371,1258016
TRV-2021-315148,54400-1000062-4,Ahmed Baig Sahib,"House 580, Street 18, Barrage Road, Sukkur",Sukkur,Sindh,2021-08-25,CD6178210,Business,Istanbul,Qatar Airways,123891,1032056,1155947
TRV-2017-990990,33100-1000922-4,Umer Farooq,"House 59, Street 24, DHA Phase 6, Karachi",Karachi,Sindh,2017-08-21,PK2053778,Business,Riyadh,Turkish Airlines,132556,695264,827820
TRV-2018-738804,54400-1001387-9,Chaudhry Muneeb Akhtar,"House 407, Street 18, Bahria Town, Rawalpindi",Rawalpindi,Punjab,2018-04-05,AB4389839,International,Jeddah,Airblue,780548,1340537,2121085
TRV-2026-638659,45501-1000125-5,Imran Siddiqui Sahib,"House 814, Street 22, Barrage Road, Sukkur",Sukkur,Sindh,2026-05-09,PK3812655,Tourism,Jeddah,Saudia,409973,97797,507770
TRV-2022-154829,33100-1000736-2,Muhammad Ahmed,"House 212, Street 5, PWD, Rawalpindi",Rawalpindi,Punjab,2022-03-21,PK7962210,International,Kuala Lumpur,SereneAir,809810,1289771,2099581
TRV-2020-173434,33100-1000736-2,M. Ahmed,"House 212, Street 5, PWD, Rawalpindi",Rawalpindi,Punjab,2020-08-17,CD5027395,Tourism,London,PIA,498580,877634,1376214
TRV-2016-283756,17301-1000949-3,Bilal Ahmed,"House 974, Street 24, Clifton, Karachi",Karachi,Sindh,2016-10-29,CD6497987,International,Jeddah,Airblue,681088,289258,970346
TRV-2017-542020,17301-1000949-3,Bilal Ahmed Sahib,"House 974, Street 24, Clifton, Karachi",Karachi,Sindh,2017-07-16,XY6780816,Umrah,Istanbul,Emirates,724291,341629,1065920
TRV-2016-970332,35202-1000466-2,Chaudhry Saad Qureshi,"House 165, Street 6, Saddar, Rawalpindi",Rawalpindi,Punjab,2016-05-23,XY6353540,International,Abu Dhabi,PIA,758129,1128782,1886911
TRV-2020-778725,61101-1000386-2,Muhammad Ahmed Sahib,"House 365, Street 26, Military Road, Sukkur",Sukkur,Sindh,2020-06-23,XY8368202,International,Baku,SereneAir,116696,726198,842894
TRV-2026-247057,45501-1000068-6,Shazia Butt,"House 918, Street 28, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2026-02-18,PK4361564,Umrah,London,Saudia,769257,1460984,2230241
TRV-2019-838567,45501-1000068-6,S. Butt,"House 918, Street 28, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2019-02-19,PK8094489,Umrah,Bangkok,SereneAir,230058,467279,697337
TRV-2025-247555,45501-1000068-6,Shazia Butt,"House 918, Street 28, Satellite Town, Rawalpindi",Rawalpindi,Punjab,2025-08-02,CD8731607,Tourism,Abu Dhabi,Airblue,122820,106103,228923
TRV-2016-334566,35202-1000117-9,Umer Farooq,"House 668, Street 26, Civil Lines, Gujranwala",Gujranwala,Punjab,2016-02-04,AB8748034,Business,Dubai,PIA,887899,756929,1644828
TRV-2016-113364,35202-1000117-9,U. Farooq,"House 668, Street 26, Civil Lines, Gujranwala",Gujranwala,Punjab,2016-06-09,CD6401351,International,Abu Dhabi,Turkish Airlines,241965,1191555,1433520
TRV-2024-916944,61101-1001089-3,Bilal Ahmed,"House 574, Street 14, New Pind, Sukkur",Sukkur,Sindh,2024-02-10,PK2173096,Family Visit,Jeddah,Airblue,383424,600187,983611
TRV-2019-774393,17301-1001604-8,Nida Hussain Sahib,"House 923, Street 18, Queens Road, Sukkur",Sukkur,Sindh,2019-08-26,CD9811829,Umrah,Dubai,Saudia,707924,106445,814369
TRV-2023-392436,17301-1000442-4,Muneeb Akhtar Sahib,"House 913, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2023-08-26,XY5811970,Umrah,Bangkok,SereneAir,325221,1249182,1574403
TRV-2021-383453,17301-1000442-4,Muneeb Akhtar,"House 913, Street 7, Saddar, Rawalpindi",Rawalpindi,Punjab,2021-10-16,XY3748692,Umrah,Riyadh,Qatar Airways,147994,806463,954457
