cnic,registry_no,buyer_name,seller_name,property_address,property_value_pkr,transfer_date,area_marla,property_type
15767-2032277-9,REGY-797158,Gabriel A. Martin,John Hogan,"House 416, Bahria Town, Karachi",3797045,2025-11-19,5,Commercial
30868-1979440-2,REGY-957381,A. Medina,Tiffany Mckinney,"House 628, Johar Town, Karachi",13462815,2021-05-26,5,Plot
28647-7931981-4,REGY-559094,James Miller,Matthew Phillips,"Kothi 833, Johar Town, Karachi",10367473,2022-01-26,5,Apartment
76660-6190576-2,REGY-884610,Chaudhry John Tate,Mary Krueger,"Flat 641, DHA, Rawalpindi",5581520,2023-12-04,20,Commercial
80569-1106525-7,REGY-377134,Mr. Jamie Hale,Danielle Wallace,"Kothi 764, Gulberg, Lahore",8570642,2023-12-20,10,Plot
95921-8591476-3,REGY-574049,Mr. Dr. Erika Travis,Daniel Carter,"Plot 108, Model Town, Karachi",21412725,2022-03-16,10,House
94412-1651250-2,REGY-494523,M. Walker,Robert Robbins,"Flat 913, Model Town, Lahore",6626905,2021-12-22,10,Plot
44863-8315750-9,REGY-462437,Chaudhry Michele Mclaughlin,Zachary Smith,"Flat 303, Bahria Town, Lahore",7405230,2020-03-17,20,Plot
76509-1255478-3,REGY-563614,Chaudhry Danielle Jackson,Katherine Johnson,"Flat 927, Bahria Town, Karachi",4143881,2020-03-10,10,Plot
30864-6483992-4,REGY-596611,Mr. James Mercer,Vincent Salazar DDS,"Kothi 337, Johar Town, Karachi",4156715,2022-07-28,15,Plot
59735-9998559-8,REGY-421799,Dana Peters,Peggy Conley,"Kothi 860, Johar Town, Lahore",13641599,2021-10-11,20,Plot
13475-8335233-4,REGY-582819,Chaudhry Charles Rodriguez,Kevin Moody,"Flat 809, Bahria Town, Rawalpindi",10075773,2022-05-02,5,Commercial
91608-2305306-3,REGY-178222,Mr. Amanda Moss,Anthony Fuller,"Plot 34, DHA, Lahore",2181238,2025-12-10,15,Commercial
23982-3714742-6,REGY-326040,J. Riggs,Kathryn Walker,"Plot 718, DHA, Lahore",6685110,2022-04-18,20,Commercial
15459-3322003-1,REGY-477884,Chaudhry Aaron Avery,Adam Mcgee,"House 755, DHA, Lahore",10908577,2025-05-23,20,Commercial
87394-7096942-4,REGY-680664,Mr. Noah Murillo,Leslie Garcia,"House 901, Gulberg, Lahore",19570924,2024-02-09,10,Plot
42319-4451466-4,REGY-376597,Chaudhry Ann Jimenez,Amanda Buckley,"House 35, DHA, Lahore",7162854,2023-01-05,10,Plot
92776-5821186-8,REGY-953135,Chaudhry Phyllis Bailey,Michael Park,"House 136, DHA, Karachi",11896256,2020-09-27,20,Commercial
48595-6354261-6,REGY-226381,D. Lewis,Maria Mitchell,"Kothi 268, DHA, Islamabad",7103388,2020-11-15,5,Commercial
43646-5741127-1,REGY-977673,Vincent Mcclain,David Jackson,"Flat 933, Model Town, Rawalpindi",6614699,2025-07-22,20,Plot
47702-1519780-7,REGY-846655,Larry Smith,Mark Johnson,"House 447, Johar Town, Lahore",7434643,2022-03-12,5,Apartment
55453-8867535-1,REGY-879828,J. Gregory,Danielle Mills,"Plot 732, DHA, Islamabad",5844978,2023-10-02,15,Plot
32330-8315830-1,REGY-127746,Paul A. Smith,Matthew Pearson,"Plot 296, DHA, Lahore",11098619,2020-01-10,20,Plot
55587-9234643-2,REGY-109436,David Green,Jennifer Briggs,"Kothi 712, Bahria Town, Rawalpindi",8939516,2024-07-21,10,Apartment
87667-6824809-9,REGY-893646,Roger Peters,Jason Morris,"Flat 592, Bahria Town, Islamabad",17889640,2022-10-05,20,House
38143-4884387-8,REGY-443375,William Vega,Lauren Day,"Plot 113, DHA, Rawalpindi",11805184,2025-11-16,20,House
83564-2754190-6,REGY-332585,Chaudhry Julia Mason PhD,Lisa Webb,"Flat 98, Gulberg, Rawalpindi",24944620,2022-11-08,15,Apartment
21294-8082166-1,REGY-630727,Michael A. Thomas,Lori Roberts,"Flat 212, Model Town, Islamabad",8110473,2025-02-25,5,Commercial
66106-9408575-3,REGY-767748,Chaudhry Beth Burton,Stephen Allen,"Kothi 906, Bahria Town, Rawalpindi",10570901,2020-06-18,15,Plot
26630-9917838-1,REGY-562106,Stacy A. Hopkins,John Lane,"Flat 596, Model Town, Karachi",20827963,2024-10-23,20,Plot
69022-6424642-3,REGY-267330,Christina Collins,Erica Peterson,"Kothi 450, Model Town, Karachi",10450449,2024-05-17,5,House
26522-6604491-8,REGY-477945,Chaudhry Melissa Jennings,Miguel Watson,"Plot 520, Bahria Town, Islamabad",8535684,2020-06-14,20,Commercial
49519-3593662-3,REGY-559980,D. Guerrero,Cynthia Chapman,"Plot 741, Model Town, Islamabad",7166931,2025-12-16,5,Plot
31092-4962997-6,REGY-820642,Edward A. Sanchez,Joan Jensen,"Plot 265, DHA, Karachi",7559267,2021-04-15,5,House
96232-2705202-4,REGY-903282,Chaudhry Megan Brown,Alex Bentley,"Kothi 155, Bahria Town, Islamabad",7073448,2025-09-17,20,House
48981-8296797-5,REGY-875084,Emma Brady,Douglas Sparks,"Plot 112, DHA, Islamabad",68903266,2024-03-21,15,House
37059-7515284-8,REGY-264413,Karen Rodriguez,Dr. Scott Sullivan,"House 13, Gulberg, Rawalpindi",11866594,2022-02-15,20,Apartment
39157-9396771-5,REGY-999184,Jasmine A. Gonzales,Taylor Thomas,"Kothi 23, Bahria Town, Islamabad",10423661,2022-03-13,15,House
89129-7789963-1,REGY-796940,Mr. Kayla Pena,Jacqueline Howell,"Plot 930, Gulberg, Rawalpindi",58406927,2024-02-02,15,Commercial
39958-4835374-3,REGY-876186,Karen A. Manning,Cassie Jackson,"House 465, Gulberg, Islamabad",10944738,2025-12-04,5,Commercial
44053-2641932-7,REGY-940399,Chaudhry Kyle Graham,James Bell,"Plot 802, Gulberg, Karachi",43147891,2023-11-13,20,Apartment
42775-8106490-8,REGY-740910,K. Taylor,Patrick Hensley,"Kothi 21, Johar Town, Rawalpindi",3900502,2020-10-19,5,Plot
77928-4071271-6,REGY-687046,Jeremy A. Diaz,Debra Tran,"House 399, Gulberg, Lahore",21075793,2023-04-06,20,Commercial
14999-5214824-9,REGY-890845,N. Adams,Johnny Smith,"Plot 165, Bahria Town, Islamabad",24423670,2020-03-23,10,Plot
23249-8663575-9,REGY-964267,Jasmine A. Daniels,Melissa Moss,"Plot 735, Gulberg, Lahore",4704502,2020-08-27,20,House
93789-7206125-9,REGY-786810,Chaudhry Jeffrey Adams,Brittany Barron,"Flat 421, Gulberg, Karachi",5498428,2023-12-28,20,Commercial
99700-4083696-7,REGY-319108,Chaudhry Tyler Mack MD,Catherine Smith,"House 747, Johar Town, Islamabad",10508297,2024-02-20,15,House
93567-1949897-5,REGY-908228,Chaudhry Autumn Durham,Daisy Hester,"Flat 392, Gulberg, Lahore",8295808,2025-04-09,5,Apartment
11744-2261394-7,REGY-381987,Herbert Vang,Charles Burgess,"Kothi 644, Model Town, Islamabad",3177809,2025-10-14,15,Plot
24320-4765265-5,REGY-246052,Carly A. Johnson,Grant Parker,"Kothi 963, Johar Town, Karachi",16471361,2022-07-07,5,House
61375-8753029-4,REGY-922176,Chaudhry James Yang,Devin Sparks,"Plot 133, DHA, Karachi",7901045,2025-10-15,10,Plot
71493-4791429-3,REGY-426393,Kelsey Hansen,Laurie Jackson,"Flat 683, Gulberg, Rawalpindi",5263207,2021-12-07,5,Plot
48580-3099938-8,REGY-935150,Mr. Brittany Morales,Brandon Mitchell,"Flat 803, Bahria Town, Islamabad",2399978,2025-04-20,20,House
59302-5253848-7,REGY-332105,Geoffrey A. Andrews,Virginia Grant,"Plot 494, DHA, Islamabad",24291416,2025-09-16,20,Plot
56920-5109868-5,REGY-419889,Ryan A. Webster,Sierra Powell,"Flat 492, Gulberg, Rawalpindi",11913576,2020-11-11,15,Apartment
91705-2433135-6,REGY-903836,Chaudhry Megan Jacobs,Gabrielle Thompson,"Plot 952, Model Town, Rawalpindi",7407375,2025-09-14,10,Commercial
17479-2430759-6,REGY-444076,Michael A. Rivas,Alexander Barron,"Plot 544, Model Town, Lahore",6822183,2020-12-16,15,Apartment
96154-1192586-4,REGY-815228,S. Smith,Michelle Holt,"House 672, Model Town, Islamabad",7390094,2024-12-04,10,Commercial
89718-2703087-3,REGY-763971,Chaudhry Ashley Adams,Chad Thomas,"Plot 191, Gulberg, Islamabad",6857100,2021-01-16,5,House
30011-4498735-7,REGY-305690,Jason A. Salazar,Robin Stewart,"Plot 625, Johar Town, Lahore",11246768,2025-09-23,10,Plot
97616-5983567-4,REGY-178481,Christian Gonzalez,Traci Harrison,"Kothi 710, Bahria Town, Lahore",3679578,2023-05-05,20,House
67486-2962609-9,REGY-339934,M. Todd,Benjamin Hughes,"House 271, Gulberg, Karachi",2673864,2020-01-14,15,Plot
28263-8939679-8,REGY-294156,Mr. Charles Colon,Erin Love,"House 496, Gulberg, Karachi",9256326,2020-01-24,20,Commercial
74405-5136701-8,REGY-447081,Linda A. Campbell,Rebecca Doyle,"Plot 553, Johar Town, Lahore",5957005,2023-05-25,5,House
31018-6380184-8,REGY-493172,Mr. Jesse King,Christopher Wallace,"Kothi 682, Model Town, Rawalpindi",13368877,2021-07-16,5,Plot
59146-8143975-7,REGY-759981,Mr. Richard Lindsey,Mary Thompson,"House 185, Model Town, Lahore",10284770,2020-02-06,10,Commercial
12694-1769575-6,REGY-696369,Chaudhry Patricia Taylor,Travis Mcdonald,"House 523, Gulberg, Rawalpindi",7625742,2024-01-25,15,Apartment
28938-1568697-4,REGY-626249,Maria Steele,Keith Owen,"Kothi 641, Bahria Town, Islamabad",11515375,2021-07-08,20,Commercial
22381-7143117-6,REGY-944147,A. Kent,Robert Lee,"Kothi 798, Johar Town, Karachi",3508511,2023-01-05,20,Plot
47244-8301268-6,REGY-732957,Chaudhry Jill Wilson,Anthony Villanueva,"Kothi 258, Johar Town, Lahore",17766861,2024-02-13,15,Apartment
47899-5913758-6,REGY-249190,K. Carter,Carolyn Perry,"Kothi 414, Model Town, Islamabad",11655847,2024-02-20,5,House
76378-6784955-4,REGY-478328,C. Hale,Bob Rose,"Kothi 811, DHA, Islamabad",78483907,2023-12-07,20,House
35206-6319954-5,REGY-805484,Grant A. Lopez,Mrs. Suzanne Walters,"Plot 601, DHA, Lahore",14366031,2025-05-27,5,Apartment
62281-7812038-9,REGY-690104,M. Wilson,Larry Berry,"House 409, Model Town, Lahore",8564602,2022-10-12,20,Apartment
10814-1778407-4,REGY-763118,Kathryn Burton,Ms. Susan Jimenez,"Kothi 624, DHA, Rawalpindi",18920172,2023-03-04,15,Apartment
90831-3467117-2,REGY-634439,Sara A. Hunt,Dean Thompson,"Plot 41, Gulberg, Karachi",8576502,2020-08-24,20,Apartment
23285-4041678-1,REGY-601593,F. Barker,Seth Parker,"Kothi 794, DHA, Lahore",9481617,2020-09-08,5,Apartment
58348-3326929-5,REGY-602802,Mr. Mary Newton,Mrs. Carrie Simpson DVM,"Flat 884, Model Town, Karachi",22510563,2020-12-27,5,House
65284-1574465-6,REGY-196234,Mr. Joel Vaughan,Kathryn Evans,"House 442, Johar Town, Lahore",11427264,2022-02-11,20,Apartment
75243-9760290-1,REGY-411427,Carol A. Zimmerman,Kaylee Adams,"House 793, Gulberg, Rawalpindi",2998833,2025-12-22,10,Commercial
68519-2127745-1,REGY-485433,Douglas Smith,Kelsey Hamilton,"Kothi 609, Johar Town, Karachi",19175332,2022-01-26,10,Apartment
72317-7919210-9,REGY-187720,Chaudhry Maria Black,Dalton Vargas,"House 85, Gulberg, Karachi",11412118,2021-11-04,10,House
29892-1260551-7,REGY-898594,Andre Hatfield,Linda Walsh,"House 10, DHA, Lahore",3933411,2021-10-21,20,Apartment
38605-3035872-3,REGY-469965,Mr. Sharon Lowe,John Thomas,"Kothi 19, Model Town, Karachi",11495120,2024-05-10,5,Apartment
69084-4144223-1,REGY-837901,C. Wilson,Rachel Gardner,"Flat 793, Bahria Town, Lahore",2775960,2025-05-14,15,House
48422-9356677-8,REGY-180054,A. Valdez,Justin Scott,"Flat 936, DHA, Lahore",2217977,2022-01-01,10,Commercial
11494-2015876-1,REGY-109153,G. Pittman,Steve Carlson,"House 399, Model Town, Islamabad",4850672,2022-05-20,20,Apartment
88658-3784968-8,REGY-669232,Tammy A. Mills,Denise Hall,"House 324, Model Town, Rawalpindi",2162269,2022-07-21,20,House
71577-3792907-3,REGY-523613,Chaudhry Ms. Maria Ortega,Tanya Miller,"House 372, Bahria Town, Rawalpindi",11540965,2025-05-14,5,Apartment
72516-7471601-8,REGY-498016,Mr. Daniel Leonard,Kathryn Johnson,"Flat 804, Johar Town, Islamabad",8455429,2021-05-23,20,Commercial
48323-5696061-1,REGY-336502,Chaudhry Ariel Rodriguez,Adam Johnson,"Flat 891, Johar Town, Lahore",15911682,2024-12-08,10,Commercial
29807-6177410-7,REGY-708760,Chaudhry Steven Kelly,Stephanie Martinez,"Plot 386, Gulberg, Rawalpindi",4437165,2021-12-10,5,Plot
88876-4931795-8,REGY-537472,Chaudhry Dylan Deleon,Cynthia Cox,"Flat 706, DHA, Islamabad",8264709,2021-01-13,15,House
44477-5496679-7,REGY-436379,Michael A. Ellis,David Phillips,"Plot 601, DHA, Islamabad",10427642,2020-11-24,10,House
28437-3466234-5,REGY-603188,E. Strickland,Jordan Hill,"Kothi 356, Johar Town, Lahore",66721849,2020-03-27,5,Plot
80776-9132964-7,REGY-103206,Chaudhry Jordan Adams,Kelly Evans,"Plot 807, Bahria Town, Islamabad",8260245,2023-04-10,5,Plot
89547-1965707-7,REGY-301064,Melissa A. Barker,Melissa Gomez,"Kothi 726, Bahria Town, Islamabad",9221871,2022-03-14,10,House
86859-1157196-7,REGY-521685,Belinda A. Lowery,Andrew Price,"Kothi 554, DHA, Islamabad",6117178,2020-03-20,20,Apartment
18209-4906850-7,REGY-557717,Chaudhry Michael Johnson,Carla David,"Flat 907, Johar Town, Islamabad",11505045,2020-01-21,20,Plot
72467-9492101-4,REGY-757164,Michelle Smith,Mark Mendez,"Plot 218, Bahria Town, Lahore",10005083,2024-05-02,15,Plot
33683-5861976-6,REGY-138604,R. Carey,Stephanie Avila,"Flat 413, Johar Town, Karachi",3704130,2024-07-03,5,Commercial
42283-1748170-8,REGY-723983,Tina Wolf,Debbie Hayes,"Flat 888, DHA, Islamabad",8816464,2023-04-03,15,Apartment
92934-8775129-2,REGY-416566,Chaudhry Vincent Salas,Lori Huff,"Plot 324, Johar Town, Lahore",9070760,2022-06-08,15,House
55209-5706815-9,REGY-237817,Nicole A. Wilson,Shawn Williams,"House 97, DHA, Karachi",9247484,2024-04-02,20,House
84117-9159020-4,REGY-391418,Mr. Shannon Hall,John Cochran,"Flat 948, Model Town, Rawalpindi",5890976,2020-09-14,5,Commercial
22728-8497096-3,REGY-691449,Chaudhry Brenda Hobbs,Donna Smith,"Flat 864, DHA, Islamabad",64436310,2025-01-06,10,Commercial
36344-4032236-7,REGY-178165,Chaudhry Jonathan Gordon,Cassandra Mcguire,"House 29, DHA, Lahore",3957409,2020-08-26,20,House
83056-7201417-8,REGY-606459,Chaudhry Larry Coleman,Kendra Daniels,"Kothi 970, DHA, Rawalpindi",11914704,2022-06-24,15,Plot
25717-2509230-5,REGY-899790,A. Ochoa,Pamela Baker,"Flat 579, Bahria Town, Lahore",3992797,2020-05-13,10,Commercial
97781-9497676-7,REGY-945599,J. Vaughn,Kari Martinez,"Plot 460, Bahria Town, Islamabad",11591632,2024-02-12,20,House
40818-4719875-3,REGY-252759,Darrell Carrillo,Sierra Bean,"House 965, Model Town, Islamabad",11068723,2024-07-14,10,House
17769-1466171-1,REGY-489776,B. Mcintosh,Ashley Ortega,"Flat 806, Johar Town, Rawalpindi",10195291,2024-12-05,10,House
17309-2695451-3,REGY-454101,Mr. Joseph Welch,Holly Lopez,"Flat 774, DHA, Karachi",2699994,2025-07-10,15,Plot
98721-6012910-8,REGY-188205,S. Greene,Robert Thomas,"House 483, Model Town, Islamabad",10422977,2020-12-26,15,House
43686-7543921-2,REGY-724247,Mark Mills,Vickie Sanchez,"Flat 493, Gulberg, Karachi",2507032,2022-05-19,15,Apartment
67853-5000652-3,REGY-464948,M. Matthew Willis,Mark Browning,"House 480, Bahria Town, Lahore",7562254,2024-09-05,15,House
30572-4700253-2,REGY-298528,Charles King,David Calderon,"Flat 911, Bahria Town, Rawalpindi",5429912,2023-10-07,10,Plot
22712-7460555-1,REGY-225813,W. Garrett,Valerie Thomas,"House 464, Model Town, Islamabad",7483979,2022-06-08,5,Commercial
40655-9011763-2,REGY-158139,Kathleen Wallace,Robert Howard,"Flat 147, Model Town, Karachi",8449100,2025-04-22,5,Commercial
17435-4023919-8,REGY-858074,M. Kirk,Todd Valdez,"Plot 450, Bahria Town, Islamabad",7002305,2021-04-14,15,Commercial
64822-7908550-4,REGY-205406,Chaudhry Andrea Thompson,Louis Ross,"Plot 27, Model Town, Islamabad",21341237,2020-02-14,10,House
53844-3815180-5,REGY-627932,Mr. Shawn Clark,Mr. Sean Williams,"Kothi 112, Model Town, Rawalpindi",11635354,2023-06-22,5,Plot
73233-2915424-3,REGY-885800,Brandon A. Nixon,Angel Ramos,"House 647, Bahria Town, Rawalpindi",4285042,2021-05-17,5,House
47517-2999661-5,REGY-379952,James Ramirez,Kayla Morton,"Plot 994, Model Town, Rawalpindi",8473591,2024-01-21,15,House
44278-5004302-4,REGY-283480,Daniel A. Pena,Bianca Cardenas,"House 400, Model Town, Rawalpindi",21242788,2025-07-21,20,Commercial
31259-1964394-5,REGY-889361,Mr. Alisha Pennington,Jonathan Whitehead,"Plot 656, DHA, Rawalpindi",22739574,2024-12-15,5,Commercial
76557-6719452-9,REGY-746479,Chaudhry Christine King,Hannah Clark,"Plot 454, DHA, Islamabad",3214591,2021-10-08,15,House
34355-7041462-7,REGY-856048,M. Hamilton,Kyle Floyd,"House 934, Gulberg, Karachi",9809172,2020-07-15,20,Plot
46286-4031415-3,REGY-191840,P. Case,Kiara Wheeler,"Plot 535, Bahria Town, Karachi",36879041,2021-01-18,15,Plot
35783-2329874-2,REGY-424677,Chaudhry Blake Perry,Brian Hunter,"Kothi 780, Model Town, Karachi",2022483,2022-03-21,10,House
37005-3299163-4,REGY-222623,Leslie A. Rodriguez,Shannon Green,"Flat 208, DHA, Lahore",2831056,2025-01-13,10,Apartment
78100-7847167-1,REGY-686107,Richard Perry,Sara Daniels,"Flat 344, Model Town, Rawalpindi",9016772,2021-03-12,10,House
21839-1259126-7,REGY-457757,Jessica Gonzales,James Hughes,"Kothi 137, Model Town, Karachi",21562841,2024-10-13,10,Apartment
34386-7158931-1,REGY-168827,Mr. Nicholas Jones,Kerri Rodriguez,"Plot 720, Model Town, Lahore",6644143,2021-09-08,5,Plot
56682-9721182-8,REGY-354853,T. Middleton,Katie Frazier,"House 124, Model Town, Karachi",7438943,2022-05-16,5,Commercial
52071-7398647-1,REGY-655352,Chaudhry Mary Little,Mr. Paul Hughes,"Flat 894, DHA, Rawalpindi",23274675,2022-03-12,20,Apartment
68515-9611981-1,REGY-354580,M. Vasquez,Robert Lee,"Plot 22, Bahria Town, Lahore",9178794,2021-02-05,10,Apartment
39320-4060060-3,REGY-108109,Mr. Benjamin Tran,Shawn Mccoy,"House 320, Model Town, Lahore",3601981,2021-05-24,10,Apartment
12549-2618521-4,REGY-603469,Kayla Mendoza,Christopher Curry,"Flat 19, Johar Town, Rawalpindi",9183212,2021-05-15,10,Commercial
78539-4999140-8,REGY-239404,Lindsay A. Morgan,Jill Price,"House 360, DHA, Karachi",24143231,2020-12-20,15,Commercial
15920-5580399-2,REGY-122291,J. Wood,Samantha Marshall,"Kothi 506, Johar Town, Islamabad",3383649,2021-06-14,5,Plot
24423-3047447-2,REGY-462527,Mr. Brooke Peters,Maureen Robinson,"Kothi 906, Bahria Town, Karachi",3563382,2024-10-19,20,House
39757-3469950-8,REGY-450643,Scott A. Patterson,Melissa Gardner,"Kothi 169, DHA, Rawalpindi",8154619,2024-06-22,15,Apartment
65113-9818363-1,REGY-498402,Mr. Curtis Hernandez,Courtney Chavez,"Kothi 994, DHA, Islamabad",23204518,2023-03-07,5,Apartment
54374-7722744-4,REGY-215893,N. Hall,Mary Gallagher,"Flat 733, Gulberg, Islamabad",10134737,2023-09-04,5,Apartment
62506-1898473-6,REGY-566862,Chaudhry Richard Gallegos,Carl Townsend,"Plot 981, Model Town, Karachi",24530526,2025-01-21,10,Commercial
65330-1193852-6,REGY-429555,Mr. Jessica Ramos,Shannon Young,"House 544, Bahria Town, Lahore",22125795,2020-12-23,15,Commercial
52513-8265214-4,REGY-220710,L. Hernandez,Lauren Wong,"House 231, Bahria Town, Rawalpindi",9886784,2023-10-01,15,Apartment
62042-8612348-1,REGY-392418,Kristina A. Thompson,Gabriel Macias,"House 36, Johar Town, Islamabad",78602490,2024-04-25,10,Plot
98924-5587446-9,REGY-792870,Pamela A. Martin,William Mitchell,"House 637, DHA, Islamabad",9182784,2024-12-19,5,House
25951-9729269-1,REGY-811830,N. Peterson,Erin Sherman,"Kothi 243, DHA, Islamabad",3606530,2023-10-15,15,Plot
24816-6123958-6,REGY-863230,Meghan Becker,Bryan Armstrong,"Plot 124, DHA, Islamabad",8789119,2024-08-28,20,Commercial
21072-8825183-9,REGY-977874,G. Lewis,Vincent Montoya,"Plot 451, DHA, Karachi",9886091,2022-08-07,5,House
48482-7820677-5,REGY-828902,Drew Butler,John Gonzales,"Flat 250, DHA, Islamabad",8043457,2020-09-27,20,House
69525-4718100-7,REGY-560679,Mrs. A. Brooks,Catherine Reeves,"Plot 562, Model Town, Rawalpindi",23440859,2025-03-15,5,House
81831-6095261-8,REGY-560799,Becky A. Franklin,Lori Perkins,"Kothi 839, Model Town, Lahore",8008913,2020-07-08,15,Plot
41752-6597993-4,REGY-472935,Jesus Crane,Paula Swanson PhD,"Plot 525, Johar Town, Rawalpindi",4703404,2020-09-28,5,Apartment
86766-7651400-1,REGY-383786,S. Smith,Matthew Griffin,"Flat 167, Bahria Town, Islamabad",7836728,2024-08-01,20,Commercial
82961-6460610-8,REGY-731399,Chaudhry Patrick Coleman,Ralph Prince,"Flat 292, Bahria Town, Islamabad",10652173,2025-10-17,15,Apartment
17458-1365505-3,REGY-982980,Eric May,Brittany Hamilton,"House 621, Model Town, Rawalpindi",8913081,2022-03-04,15,Plot
96208-2040470-9,REGY-800604,Mr. Elizabeth Schultz,Gabriela Yoder,"Kothi 855, Gulberg, Islamabad",23741343,2022-05-24,20,Apartment
24318-9739741-4,REGY-255527,Mr. Robert Mccoy,David Goodwin,"Plot 427, Model Town, Islamabad",55205688,2024-10-07,15,House
28392-4397261-5,REGY-639568,Katelyn A. Carter,Gary Hess,"House 757, Gulberg, Islamabad",19629779,2024-04-06,10,Apartment
92662-3135280-7,REGY-155300,Mr. Dr. Lisa Warren,Erin Gonzalez,"House 5, Gulberg, Lahore",9284617,2025-06-21,15,Commercial
75258-7668832-3,REGY-450740,Chaudhry James Hill,Ryan Wong,"Kothi 871, Model Town, Lahore",3365372,2022-12-08,15,Apartment
59749-8588053-8,REGY-470337,Darlene A. Garza,Karen Wilson,"Flat 741, Model Town, Islamabad",5591797,2020-07-10,15,Plot
56262-7554597-9,REGY-819317,John A. Welch,Robert Ortiz,"Kothi 664, Model Town, Lahore",5398969,2024-12-25,15,Plot
75476-7386651-8,REGY-396709,Ashley A. Baker,William Fischer,"Flat 189, Johar Town, Islamabad",11353130,2024-11-09,15,Commercial
29004-8308924-7,REGY-980311,D. Krause,Melissa Chaney,"Plot 91, Model Town, Islamabad",9669436,2025-09-09,5,Plot
89702-5071039-6,REGY-117734,Mr. Jennifer Freeman,Lisa Robinson,"Plot 996, Gulberg, Lahore",21580504,2021-02-25,10,House
13352-1795946-5,REGY-806537,Mrs. Amy Burton MD,Veronica Lopez,"Kothi 308, Johar Town, Islamabad",9125673,2024-08-15,10,Apartment
80582-8334323-9,REGY-695126,Chaudhry Deanna Thomas,Leah Mcintosh,"Kothi 399, Gulberg, Islamabad",7143124,2020-10-24,20,Commercial
15336-6890594-8,REGY-491120,Chaudhry Matthew Gonzalez,Candace Wood,"House 693, DHA, Karachi",65298512,2024-07-02,15,Plot
22971-7870590-6,REGY-592336,Rhonda Fuentes,Jennifer Owen,"Kothi 665, Johar Town, Karachi",4159540,2024-08-23,5,Commercial
34669-8066988-8,REGY-958051,Brandon Reed,Matthew Ortiz,"Kothi 451, Johar Town, Islamabad",10890029,2021-03-05,10,House
